seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado,direccion,lat,lon,epsg
63,52,18,352538.0,"RIVERA, PEDRO I., Dr.",5643,2020-08-06,"RIVERA, PEDRO I., Dr. 5643",-34.575389,-58.494531,4326
52,062A,17,55600.0,BARCELONA,2891,2020-08-06,BARCELONA 2891,-34.660459,-58.438703,4326
47,035B,1,229394.0,"PUEYRREDON, HONORIO, DR. AV.",2100,2020-08-06,"PUEYRREDON, HONORIO, DR. AV. 2100",-34.599015,-58.453219,4326
45,159,2,174099.0,"GALLARDO, ANGEL AV.",78,2020-08-06,"GALLARDO, ANGEL AV. 78",-34.602824,-58.433492,4326
30,76,11,183232.0,INDEPENDENCIA AV.,2994,2020-08-06,INDEPENDENCIA AV. 2994,-34.619783,-58.407658,4326
21,44,13,430046.0,UGARTECHE,3079,2020-08-06,UGARTECHE 3079,-34.580653,-58.411934,4326
37,108,025E,407441.0,"GARCIA, TEODORO",2893,2020-08-06,"GARCIA, TEODORO 2893",-34.574027,-58.448838,4326
40,75,008F,161783.0,RIVADAVIA AV.,5086,2020-08-06,RIVADAVIA AV. 5086,-34.618872,-58.437547,4326
51,24,24,350979.0,BARZANA,2010,2020-08-06,BARZANA 2010,-34.580420,-58.486909,4326
7,54,006I,453506.0,MONTEVIDEO,1947,2020-08-06,MONTEVIDEO 1947,-34.588356,-58.384464,4326
69,60,2,253039.0,NOGOYA,2512,2020-08-06,NOGOYA 2512,-34.599356,-58.485652,4326
9,61,003A,207574.0,CORRIENTES AV.,2024,2020-08-06,CORRIENTES AV. 2024,-34.604586,-58.395661,4326
36,132,10,150199.0,REPUBLICA BOLIVARIANA DE VENEZUELA,3678,2020-08-06,REPUBLICA BOLIVARIANA DE VENEZUELA 3678,-34.617489,-58.417988,4326
11,10,001D,447698.0,BARRIENTOS,1566,2020-08-06,BARRIENTOS 1566,-34.588907,-58.398525,4326
30,85,43,182831.0,CATAMARCA,947,2020-08-06,CATAMARCA 947,-34.620781,-58.404701,4326
36,020B,37,154152.0,"MARMOL, JOSE",1065,2020-08-06,"MARMOL, JOSE 1065",-34.627511,-58.423995,4326
27,17,15,338700.0,AZURDUY JUANA,2271,2020-08-06,AZURDUY JUANA 2271,-34.549771,-58.465609,4326
21,47,11,430337.0,REPUBLICA DE LA INDIA,2789,2020-08-06,REPUBLICA DE LA INDIA 2789,-34.580306,-58.416053,4326
36,137,022E,150062.0,"YRIGOYEN, HIPOLITO AV.",3691,2020-08-06,"YRIGOYEN, HIPOLITO AV. 3691",-34.614132,-58.418339,4326
15,55,001D,447618.0,SANCHEZ DE BUSTAMANTE,2662,2020-08-06,SANCHEZ DE BUSTAMANTE 2662,-34.582629,-58.401816,4326
17,16,29,173330.0,CORRIENTES AV.,4551,2020-08-06,CORRIENTES AV. 4551,-34.602259,-58.429316,4326
27,27,040A,369349.0,QUESADA,2107,2020-08-06,QUESADA 2107,-34.552874,-58.460552,4326
34,026B,8,108844.0,"BERUTI, ARTURO",4490,2020-08-06,"BERUTI, ARTURO 4490",-34.657286,-58.411337,4326
37,72,3,407613.0,"FREIRE, RAMON, CAP. GRAL.",916,2020-08-06,"FREIRE, RAMON, CAP. GRAL. 916",-34.575914,-58.451326,4326
11,16,007B,440974.0,LARREA,1197,2020-08-06,LARREA 1197,-34.593868,-58.400704,4326
48,113D,14,141793.0,"FERNANDEZ MORENO, BALDOMERO",2347,2020-08-06,"FERNANDEZ MORENO, BALDOMERO 2347",-34.636207,-58.457036,4326
51,070B,4,375066.0,JURAMENTO,4792,2020-08-06,JURAMENTO 4792,-34.575222,-58.479239,4326
59,46,6,242965.0,SAN MARTIN AV.,3270,2020-08-06,SAN MARTIN AV. 3270,-34.601735,-58.469913,4326
11,5,6,441215.0,ARENALES,2474,2020-08-06,ARENALES 2474,-34.593523,-58.401417,4326
51,4,26,351407.0,MENDOZA,5885,2020-08-06,MENDOZA 5885,-34.581946,-58.491518,4326
39,64,015A,378218.0,CRAMER AV.,2264,2020-08-06,CRAMER AV. 2264,-34.563298,-58.462703,4326
35,100,39,403335.0,FITZ ROY,2272,2020-08-07,FITZ ROY 2272,-34.579690,-58.431292,4326
42,82,4,138246.0,"BONIFACIO, JOSE",1154,2020-08-07,"BONIFACIO, JOSE 1154",-34.628213,-58.443710,4326
20,33,12,201394.0,MATHEU,166,2020-08-07,MATHEU 166,-34.611574,-58.400310,4326
15,106,34,443398.0,LAPRIDA,1558,2020-08-07,LAPRIDA 1558,-34.591337,-58.404614,4326
59,70,029A,305400.0,"ALVAREZ, DONATO, Tte. Gral. AV.",1934,2020-08-07,"ALVAREZ, DONATO, Tte. Gral. AV. 1934",-34.605145,-58.463884,4326
13,72,1,190954.0,"JAURES, JEAN",690,2020-08-07,"JAURES, JEAN 690",-34.602113,-58.408198,4326
37,108,30,407435.0,"GARCIA, TEODORO",2833,2020-08-07,"GARCIA, TEODORO 2833",-34.573391,-58.448501,4326
57,103,010A,130094.0,NEUQUEN,1058,2020-08-07,NEUQUEN 1058,-34.615942,-58.448156,4326
3,22,022B,450711.0,SANTA FE AV.,931,2020-08-07,SANTA FE AV. 931,-34.595191,-58.380486,4326
11,34,15,440805.0,AZCUENAGA,1355,2020-08-07,AZCUENAGA 1355,-34.592979,-58.398926,4326
35,89,3,404577.0,GUATEMALA,5924,2020-08-07,GUATEMALA 5924,-34.577709,-58.435358,4326
65,99,008C,146681.0,CARACAS,99,2020-08-07,CARACAS 99,-34.627311,-58.461648,4326
36,54,8,152893.0,TOTORAL,981,2020-08-07,TOTORAL 981,-34.624462,-58.422603,4326
51,40,24,350890.0,JURAMENTO,5225,2020-08-07,JURAMENTO 5225,-34.579110,-58.484276,4326
27,32,20,338719.0,ARCOS,3402,2020-08-07,ARCOS 3402,-34.548921,-58.464150,4326
1,37,17,220356.0,CORRIENTES AV.,465,2020-08-07,CORRIENTES AV. 465,-34.603115,-58.373345,4326
9,76,5,205078.0,SARMIENTO,1848,2020-08-07,SARMIENTO 1848,Sin dato,Sin dato,Sin dato
19,152,005A,432179.0,GUEMES,4186,2020-08-07,GUEMES 4186,-34.584647,-58.419482,4326
20,45,4,201015.0,REPUBLICA BOLIVARIANA DE VENEZUELA,2124,2020-08-07,REPUBLICA BOLIVARIANA DE VENEZUELA 2124,-34.615339,-58.396590,4326
29,105,18,341116.0,PICO,1683,2020-08-07,PICO 1683,-34.537100,-58.467234,4326
1,45,011A,220186.0,RECONQUISTA,491,2020-08-07,RECONQUISTA 491,-34.602146,-58.372489,4326
42,86,018B,147366.0,"GOYENA, PEDRO AV.",1219,2020-08-07,"GOYENA, PEDRO AV. 1219",-34.626956,-58.444719,4326
5,6,19,223150.0,LAVALLE,1783,2020-08-07,LAVALLE 1783,-34.603101,-58.392104,4326
35,101,41,403772.0,BONPLAND,2256,2020-08-07,BONPLAND 2256,-34.579033,-58.432486,4326
25,19,001E,373445.0,OLAZABAL,2160,2020-08-07,OLAZABAL 2160,-34.558832,-58.455991,4326
3,21,002A,450700.0,SANTA FE AV.,914,2020-08-07,SANTA FE AV. 914,-34.595336,-58.380262,4326
21,47,25,430323.0,LAS HERAS GENERAL AV.,4063,2020-08-07,LAS HERAS GENERAL AV. 4063,-34.581516,-58.416052,4326
15,142,25,445098.0,FRENCH,2607,2020-08-08,FRENCH 2607,-34.589788,-58.400943,4326
65,128A,21,133740.0,BOYACA AV.,32,2020-08-08,BOYACA AV. 32,-34.626320,-58.457058,4326
27,13,013B,337913.0,GUAYRA,2288,2020-08-08,GUAYRA 2288,-34.552228,-58.463989,4326
42,91,13,137919.0,HUALFIN,1193,2020-08-08,HUALFIN 1193,-34.624064,-58.444672,4326
29,28,008A,367597.0,CUBA,3787,2020-08-08,CUBA 3787,Sin dato,Sin dato,Sin dato
25,74,037A,376860.0,MIÑONES,1856,2020-08-08,MIÑONES 1856,-34.557764,-58.443544,4326
9,46,029B,206224.0,"URIBURU JOSE E., Pres.",410,2020-08-08,"URIBURU JOSE E., Pres. 410",-34.604294,-58.398312,4326
23,97,29,413289.0,OLLEROS AV.,1851,2020-08-08,OLLEROS AV. 1851,-34.565640,-58.439032,4326
35,45,34,403189.0,FITZ ROY,1844,2020-08-08,FITZ ROY 1844,-34.583020,-58.435098,4326
37,142,24,410137.0,CIUDAD DE LA PAZ,1164,2020-08-08,CIUDAD DE LA PAZ 1164,-34.569415,-58.449775,4326
45,9,7,177495.0,"GARCIA LORCA, FEDERICO",481,2020-08-08,"GARCIA LORCA, FEDERICO 481",-34.616346,-58.445781,4326
57,002A,21,133382.0,YERBAL,1857,2020-08-08,YERBAL 1857,-34.625350,-58.456910,4326
13,17,030A,196168.0,BILLINGHURST,478,2020-08-08,BILLINGHURST 478,-34.604439,-58.415845,4326
30,7,30,185336.0,MAZA,1149,2020-08-08,MAZA 1149,-34.624887,-58.414781,4326
22,26,35,181512.0,PICHINCHA,1169,2020-08-08,PICHINCHA 1169,-34.622739,-58.398018,4326
21,39,12,429697.0,BULNES,2547,2020-08-08,BULNES 2547,-34.582677,-58.406903,4326
37,107,016K,415759.0,CONESA,721,2020-08-08,CONESA 721,-34.574654,-58.447994,4326
23,71,13,412324.0,BAEZ,274,2020-08-08,BAEZ 274,-34.572286,-58.430859,4326
36,74,5,152108.0,INDEPENDENCIA AV.,3934,2020-08-08,INDEPENDENCIA AV. 3934,-34.621398,-58.421040,4326
49,054B,8,241162.0,BALLIVIAN,2162,2020-08-08,BALLIVIAN 2162,-34.578625,-58.473022,4326
25,36,3,336407.0,MONROE,1950,2020-08-08,MONROE 1950,-34.555830,-58.455672,4326
37,111,007A,416968.0,CRAMER,1282,2020-08-08,CRAMER 1282,-34.571327,-58.452725,4326
36,19,6,154158.0,COCHABAMBA,4248,2020-08-08,COCHABAMBA 4248,-34.628085,-58.424563,4326
17,102,5,170124.0,"PERON, JUAN DOMINGO, TTE. GENERAL",3738,2020-08-08,"PERON, JUAN DOMINGO, TTE. GENERAL 3738",-34.606588,-58.419025,4326
47,34,25,229350.0,"PUEYRREDON, HONORIO, DR. AV.",1930,2020-08-08,"PUEYRREDON, HONORIO, DR. AV. 1930",-34.599973,-58.452408,4326
11,65,4,442217.0,ALVEAR AV.,1940,2020-08-08,ALVEAR AV. 1940,-34.587367,-58.389790,4326
36,73,16,152163.0,"BOCAYUVA, QUINTINO",880,2020-08-08,"BOCAYUVA, QUINTINO 880",-34.622658,-58.422035,4326
36,119,4,150661.0,DON BOSCO,3822,2020-08-08,DON BOSCO 3822,-34.612951,-58.419530,4326
36,122,13,150603.0,COLOMBRES,1370,2020-08-08,COLOMBRES 1370,-34.629796,-58.416552,4326
19,172,006A,428123.0,GUEMES,4419,2020-08-08,GUEMES 4419,-34.582630,-58.422110,4326
36,32,8,38752.0,PAVON AV.,4170,2020-08-08,PAVON AV. 4170,-34.631101,-58.422638,4326
48,154A,001G,146725.0,"RICCIO, GUSTAVO",110,2020-08-08,"RICCIO, GUSTAVO 110",-34.628504,-58.456476,4326
35,021C,16,404741.0,DORREGO,1807,2020-08-08,DORREGO 1807,-34.580877,-58.442367,4326
21,95,001A,431952.0,DEL LIBERTADOR AV.,3790,2020-08-08,DEL LIBERTADOR AV. 3790,-34.572165,-58.421558,4326
59,167A,30,231865.0,SAN MARTIN AV.,1924,2020-08-08,SAN MARTIN AV. 1924,-34.605326,-58.455578,4326
52,33,2,56247.0,"BARROS PAZOS, JOSE",3120,2020-08-08,"BARROS PAZOS, JOSE 3120",-34.658808,-58.445863,4326
55,254,8,370723.0,"BALBIN, RICARDO, DR. AV.",3785,2020-08-09,"BALBIN, RICARDO, DR. AV. 3785",-34.554940,-58.483364,4326
89,54,23,281641.0,ASUNCION,4827,2020-08-09,ASUNCION 4827,-34.606961,-58.521084,4326
36,48,30,153117.0,"BOCAYUVA, QUINTINO",1419,2020-08-09,"BOCAYUVA, QUINTINO 1419",-34.629740,-58.420745,4326
36,17,27,154260.0,"MARMOL, JOSE",1381,2020-08-09,"MARMOL, JOSE 1381",-34.630736,-58.423266,4326
41,122,25,328393.0,MOLDES,2850,2020-08-09,MOLDES 2850,-34.557394,-58.464900,4326
7,23,013A,452424.0,GUIDO,1685,2020-08-09,GUIDO 1685,-34.591006,-58.388675,4326
17,12,017G,178962.0,PANAMA,982,2020-08-09,PANAMA 982,-34.602611,-58.431192,4326
40,146,20,154737.0,SENILLOSA,182,2020-08-09,SENILLOSA 182,-34.618299,-58.429942,4326
46,172,20,45065.0,BARCO CENTENERA del,3562,2020-08-09,BARCO CENTENERA del 3562,-34.656183,-58.417222,4326
15,97,16,446001.0,TAGLE,2633,2020-08-09,TAGLE 2633,-34.583473,-58.399752,4326
37,15,011P,414261.0,GIRIBONE,691,2020-08-09,GIRIBONE 691,-34.581303,-58.452769,4326
5,42,15,222110.0,URUGUAY AV.,763,2020-08-09,URUGUAY AV. 763,-34.599791,-58.386698,4326
42,53,015D,149330.0,"FALCON, RAMON L.,CNEL.",1585,2020-08-09,"FALCON, RAMON L.,CNEL. 1585",-34.625657,-58.451091,4326
14,8,010A,213686.0,"CALVO, CARLOS",1776,2020-08-09,"CALVO, CARLOS 1776",-34.620237,-58.391217,4326
37,10,023A,414349.0,CHARLONE,777,2020-08-09,CHARLONE 777,-34.581780,-58.454402,4326
75,28,37,365346.0,NAZCA,5744,2020-08-09,NAZCA 5744,-34.578143,-58.509631,4326
36,026B,18,153863.0,MEXICO,4287,2020-08-09,MEXICO 4287,-34.620508,-58.426641,4326
21,79,001C,430308.0,LAFINUR,3381,2020-08-09,LAFINUR 3381,-34.576937,-58.412018,4326
49,81,5,299139.0,CARBAJAL,4040,2020-08-09,CARBAJAL 4040,-34.577123,-58.469347,4326
17,107,20,170233.0,"SALGUERO, JERONIMO",723,2020-08-09,"SALGUERO, JERONIMO 723",-34.601722,-58.419250,4326
59,53,31,234839.0,"TRELLES, MANUEL R.",1948,2020-08-09,"TRELLES, MANUEL R. 1948",-34.605647,-58.465260,4326
37,125,12,410742.0,CRAMER AV.,1733,2020-08-09,CRAMER AV. 1733,-34.568240,-58.458150,4326
37,51,31,407911.0,CONDE,1030,2020-08-09,CONDE 1030,-34.576030,-58.453749,4326
51,117,20,343834.0,JURAMENTO,4075,2020-08-09,JURAMENTO 4075,-34.571589,-58.472932,4326
46,172,17,45062.0,BARCO CENTENERA del,3548,2020-08-09,BARCO CENTENERA del 3548,-34.656003,-58.417406,4326
53,122B,009C,372450.0,TRONADOR,2813,2020-08-09,TRONADOR 2813,-34.564904,-58.478312,4326
63,118,21,347280.0,CONGRESO AV.,5153,2020-08-09,CONGRESO AV. 5153,-34.570084,-58.490889,4326
46,172,14,45059.0,BARCO CENTENERA del,3532,2020-08-09,BARCO CENTENERA del 3532,-34.655834,-58.417580,4326
20,19,020D,202598.0,RIVADAVIA AV.,2512,2020-08-09,RIVADAVIA AV. 2512,-34.609980,-58.402056,4326
83,192,008B,269865.0,GUTENBERG,3487,2020-08-09,GUTENBERG 3487,-34.594836,-58.506261,4326
45,158,7,174147.0,"GALLARDO, ANGEL AV.",150,2020-08-09,"GALLARDO, ANGEL AV. 150",-34.603416,-58.434693,4326
27,22,18,337319.0,VUELTA DE OBLIGADO,2879,2020-08-09,VUELTA DE OBLIGADO 2879,-34.554089,-58.461967,4326
33,93,31,405662.0,"NEWBERY, JORGE",3323,2020-08-09,"NEWBERY, JORGE 3323",-34.580408,-58.447732,4326
15,148,16,445526.0,GALILEO,2460,2020-08-09,GALILEO 2460,-34.585363,-58.397467,4326
7,29,25,452073.0,"ALVEAR, MARCELO T. De",1571,2020-08-09,"ALVEAR, MARCELO T. De 1571",-34.597134,-58.389303,4326
71,63,1,255673.0,NAZARRE,2702,2020-08-09,NAZARRE 2702,-34.598774,-58.488724,4326
36,50,22,153035.0,CONSTITUCION,4093,2020-08-09,CONSTITUCION 4093,-34.628772,-58.422103,4326
47,184,20,225068.0,"GALLARDO, ANGEL AV.",163,2020-08-09,"GALLARDO, ANGEL AV. 163",-34.603258,-58.434676,4326
27,18,19,338867.0,NUÑEZ,2261,2020-08-09,NUÑEZ 2261,-34.548938,-58.466067,4326
11,34,10,440810.0,JUNCAL,2190,2020-08-09,JUNCAL 2190,-34.592569,-58.398639,4326
34,050B,001C,911582.0,CACHI,427,2020-08-09,CACHI 427,Sin dato,Sin dato,Sin dato
51,49,6,351693.0,MONROE,5176,2020-08-09,MONROE 5176,-34.574764,-58.487078,4326
19,144,015D,428697.0,DARREGUEYRA,2250,2020-08-09,DARREGUEYRA 2250,-34.582457,-58.425969,4326
81,86,21,267557.0,MELINCUE,3895,2020-08-10,MELINCUE 3895,-34.607395,-58.501461,4326
45,89,12,175420.0,ACOYTE,999,2020-08-10,ACOYTE 999,-34.606660,-58.440071,4326
39,69,11,325714.0,ECHEVERRIA,2819,2020-08-10,ECHEVERRIA 2819,-34.565222,-58.459755,4326
13,1,26,192622.0,"BRAVO, MARIO",46,2020-08-10,"BRAVO, MARIO 46",-34.610260,-58.417403,4326
36,8,11,154420.0,LA PLATA AV.,718,2020-08-10,LA PLATA AV. 718,-34.623918,-58.427324,4326
75,22,36,363370.0,NAZCA,5130,2020-08-10,NAZCA 5130,-34.582757,-58.505452,4326
59,133,41,232646.0,FRAGATA Pres. SARMIENTO,1986,2020-08-10,FRAGATA Pres. SARMIENTO 1986,-34.602996,-58.459743,4326
13,63,020A,195627.0,AGUERO,857,2020-08-10,AGUERO 857,-34.599887,-58.410652,4326
36,70,22,160729.0,SAN JUAN AV.,3979,2020-08-10,SAN JUAN AV. 3979,-34.626091,-58.421157,4326
17,66,5,171268.0,DIAZ VELEZ AV.,4056,2020-08-10,DIAZ VELEZ AV. 4056,-34.608699,-58.423874,4326
31,46,024A,432079.0,URIARTE,890,2020-08-10,URIARTE 890,-34.592226,-58.439346,4326
27,109,3,369030.0,"HERNANDEZ, RAFAEL",2824,2020-08-10,"HERNANDEZ, RAFAEL 2824",-34.549925,-58.451086,4326
46,172,004A,88647.0,"RABANAL, FRANCISCO, INTENDENTE AV.",1350,2020-08-10,"RABANAL, FRANCISCO, INTENDENTE AV. 1350",-34.655301,-58.417227,4326
79,015A,23,262808.0,GUALEGUAYCHU,1110,2020-08-10,GUALEGUAYCHU 1110,-34.624859,-58.490041,4326
63,130,019A,347222.0,CAPDEVILA,3067,2020-08-10,CAPDEVILA 3067,-34.569147,-58.490735,4326
17,80,001J,178520.0,MEDRANO AV.,506,2020-08-10,MEDRANO AV. 506,-34.604709,-58.421242,4326
36,120,20,150631.0,CASTRO BARROS AV.,94,2020-08-10,CASTRO BARROS AV. 94,-34.612973,-58.420608,4326
17,90,14,170506.0,MEDRANO AV.,375,2020-08-10,MEDRANO AV. 375,-34.606406,-58.421262,4326
8,7,028G,119005.0,TACUARI,1791,2020-08-10,TACUARI 1791,-34.628743,-58.375909,4326
42,88,8,138127.0,HORTIGUERA,220,2020-08-10,HORTIGUERA 220,-34.624999,-58.446350,4326
42,50,25,139334.0,ACHAVAL,359,2020-08-10,ACHAVAL 359,-34.628529,-58.449085,4326
81,103,39,267435.0,"LAMARCA, EMILIO",3136,2020-08-10,"LAMARCA, EMILIO 3136",-34.603456,-58.501505,4326
13,9,043A,192902.0,"BRAVO, MARIO",780,2020-08-10,"BRAVO, MARIO 780",-34.600740,-58.416248,4326
20,42,20,201155.0,PICHINCHA,82,2020-08-10,PICHINCHA 82,-34.610540,-58.399036,4326
16,081B,37,111951.0,"VALLE, ARISTOBULO DEL",1725,2020-08-10,"VALLE, ARISTOBULO DEL 1725",-34.636105,-58.375727,4326
67,116,19,305662.0,"GARCIA, JUAN AGUSTIN",2227,2020-08-10,"GARCIA, JUAN AGUSTIN 2227",-34.606048,-58.474048,4326
15,91,20,445640.0,AUSTRIA,2225,2020-08-10,AUSTRIA 2225,-34.587091,-58.402683,4326
31,67,006A,433006.0,CASTILLO,767,2020-08-10,CASTILLO 767,Sin dato,Sin dato,Sin dato
41,96,015D,372613.0,NUÑEZ,3015,2020-08-11,NUÑEZ 3015,-34.553285,-58.473239,4326
51,126,8,344527.0,BLANCO ENCALADA,3882,2020-08-11,BLANCO ENCALADA 3882,-34.568349,-58.474354,4326
11,28,1,442835.0,PUEYRREDON AV.,2498,2020-08-11,PUEYRREDON AV. 2498,-34.585647,-58.393729,4326
20,30,11,201452.0,ALBERTI,56,2020-08-11,ALBERTI 56,-34.610518,-58.401677,4326
39,50,19,374625.0,"FREIRE, RAMON, CAP. GRAL.",2293,2020-08-11,"FREIRE, RAMON, CAP. GRAL. 2293",-34.564868,-58.465843,4326
27,112,25,371937.0,"SAENZ VALIENTE, JUAN PABLO",1125,2020-08-11,"SAENZ VALIENTE, JUAN PABLO 1125",-34.549543,-58.447908,4326
17,106,14,170204.0,"SALGUERO, JERONIMO",673,2020-08-11,"SALGUERO, JERONIMO 673",-34.602507,-58.419359,4326
49,109,35,309887.0,TRONADOR,1599,2020-08-11,TRONADOR 1599,-34.576393,-58.467842,4326
81,26,17,268863.0,GUALEGUAYCHU,3256,2020-08-11,GUALEGUAYCHU 3256,-34.605374,-58.510213,4326
89,38,12,281708.0,"CARRIL, SALVADOR MARIA DEL AV.",4887,2020-08-11,"CARRIL, SALVADOR MARIA DEL AV. 4887",-34.605967,-58.523107,4326
27,9,16,338469.0,"PEDRAZA, MANUELA",2333,2020-08-11,"PEDRAZA, MANUELA 2333",-34.550844,-58.465644,4326
49,048B,6,241529.0,LA PAMPA,4866,2020-08-11,LA PAMPA 4866,-34.578421,-58.477657,4326
30,87,28,183096.0,CATAMARCA,1569,2020-08-11,CATAMARCA 1569,-34.628341,-58.402550,4326
31,20,012A,433821.0,VERA,967,2020-08-11,VERA 967,-34.594879,-58.441508,4326
47,91,1,228109.0,ACOYTE,1394,2020-08-11,ACOYTE 1394,-34.603709,-58.442609,4326
36,38,6,153362.0,ESTADOS UNIDOS,4134,2020-08-11,ESTADOS UNIDOS 4134,-34.623246,-58.424014,4326
37,86,032D,407999.0,"FREIRE, RAMON, CAP. GRAL.",1041,2020-08-11,"FREIRE, RAMON, CAP. GRAL. 1041",-34.574858,-58.453392,4326
71,50,028B,306970.0,TERRADA,3140,2020-08-12,TERRADA 3140,-34.599644,-58.489585,4326
5,8,23,223212.0,VIAMONTE,1759,2020-08-12,VIAMONTE 1759,-34.600747,-58.392191,4326
3,8,006C,451232.0,CERRITO,1446,2020-08-12,CERRITO 1446,-34.590871,-58.383068,4326
51,062A,1,343628.0,JURAMENTO,4810,2020-08-12,JURAMENTO 4810,-34.575457,-58.479609,4326
15,36,17,446754.0,"AGUADO, ALEJANDRO M. DE",2857,2020-08-12,"AGUADO, ALEJANDRO M. DE 2857",-34.579940,-58.401457,4326
3,55,008B,450137.0,SAN MARTIN,1023,2020-08-12,SAN MARTIN 1023,Sin dato,Sin dato,Sin dato
7,34,031C,451846.0,URUGUAY,1014,2020-08-12,URUGUAY 1014,-34.596910,-58.387116,4326
47,24,21,229783.0,CASAFOUST,685,2020-08-12,CASAFOUST 685,-34.599237,-58.455649,4326
67,048A,7,250281.0,CALFUCURA,2850,2020-08-12,CALFUCURA 2850,-34.609649,-58.481985,4326
9,70,011A,207838.0,LAVALLE,1978,2020-08-12,LAVALLE 1978,-34.603288,-58.395124,4326
41,16,23,328513.0,WASHINGTON,2933,2020-08-12,WASHINGTON 2933,-34.561975,-58.475975,4326
51,56,14,344106.0,TRIUNVIRATO AV.,4367,2020-08-13,TRIUNVIRATO AV. 4367,-34.576807,-58.482298,4326
9,56,13,206005.0,VIAMONTE,2174,2020-08-13,VIAMONTE 2174,-34.601099,-58.398219,4326
51,134,001B,375383.0,MONROE,3840,2020-08-13,MONROE 3840,-34.567010,-58.473710,4326
36,59,012C,160945.0,REPUBLICA BOLIVARIANA DE VENEZUELA,4192,2020-08-13,REPUBLICA BOLIVARIANA DE VENEZUELA 4192,-34.617959,-58.424103,4326
59,54,1,234874.0,"TRELLES, MANUEL R.",2098,2020-08-13,"TRELLES, MANUEL R. 2098",-34.604087,-58.466045,4326
15,148,5,445520.0,GUIDO,2660,2020-08-13,GUIDO 2660,-34.584912,-58.397466,4326
36,87,23,38001.0,CASTRO BARROS,1539,2020-08-13,CASTRO BARROS 1539,-34.630854,-58.417832,4326
37,113,5,408784.0,CONESA,1375,2020-08-13,CONESA 1375,-34.571237,-58.455019,4326
36,056B,25,152836.0,"BOCAYUVA, QUINTINO",885,2020-08-13,"BOCAYUVA, QUINTINO 885",-34.622747,-58.422142,4326
3,1,010A,451078.0,LIBERTAD,895,2020-08-13,LIBERTAD 895,Sin dato,Sin dato,Sin dato
51,56,23,344097.0,TRIUNVIRATO AV.,4311,2020-08-13,TRIUNVIRATO AV. 4311,-34.577298,-58.481564,4326
37,84,21,407355.0,"FREIRE, RAMON, CAP. GRAL.",821,2020-08-13,"FREIRE, RAMON, CAP. GRAL. 821",-34.576248,-58.450377,4326
20,44,12,201061.0,MEXICO,2190,2020-08-13,MEXICO 2190,-34.616181,-58.397504,4326
36,79,8,152004.0,REPUBLICA BOLIVARIANA DE VENEZUELA,4092,2020-08-13,REPUBLICA BOLIVARIANA DE VENEZUELA 4092,-34.617814,-58.422425,4326
20,33,002A,201387.0,"YRIGOYEN, HIPOLITO",2314,2020-08-13,"YRIGOYEN, HIPOLITO 2314",-34.610880,-58.399489,4326
11,19,17,442561.0,LARREA,1335,2020-08-13,LARREA 1335,-34.591562,-58.399631,4326
20,37,25,201295.0,MEXICO,2269,2020-08-13,MEXICO 2269,-34.616226,-58.398641,4326
41,24,032B,372615.0,"PEREZ, ROQUE",2786,2020-08-13,"PEREZ, ROQUE 2786",-34.562410,-58.472848,4326
27,44,7,338904.0,ARCOS,3559,2020-08-13,ARCOS 3559,-34.547763,-58.464892,4326
7,54,003A,453293.0,DEL LIBERTADOR AV.,766,2020-08-13,DEL LIBERTADOR AV. 766,-34.587983,-58.383624,4326
3,24,33,450790.0,SUIPACHA,1368,2020-08-13,SUIPACHA 1368,-34.591783,-58.380167,4326
51,89,4,343945.0,MENDOZA,4444,2020-08-13,MENDOZA 4444,-34.572856,-58.477205,4326
47,98,37,226612.0,MUÑECAS,938,2020-08-13,MUÑECAS 938,-34.599429,-58.447104,4326
5,37,3,221999.0,TALCAHUANO,234,2020-08-13,TALCAHUANO 234,-34.605981,-58.385063,4326
51,011B,001A,350709.0,JURAMENTO,5772,2020-08-13,JURAMENTO 5772,-34.582044,-58.489452,4326
36,18,37,154230.0,"MARMOL, JOSE",1267,2020-08-13,"MARMOL, JOSE 1267",-34.629585,-58.423520,4326
81,171,5,266430.0,"BEIRO, FRANCISCO AV.",3238,2020-08-13,"BEIRO, FRANCISCO AV. 3238",-34.597825,-58.498695,4326
37,84,20,407356.0,"FREIRE, RAMON, CAP. GRAL.",839,2020-08-13,"FREIRE, RAMON, CAP. GRAL. 839",-34.576206,-58.450464,4326
9,68,24,205300.0,AYACUCHO,281,2020-08-13,AYACUCHO 281,-34.606189,-58.395070,4326
87,106A,21,277992.0,NAZARRE,4567,2020-08-13,NAZARRE 4567,-34.611358,-58.510019,4326
17,087B,005K,178414.0,DIAZ VELEZ AV.,3850,2020-08-13,DIAZ VELEZ AV. 3850,-34.608635,-58.420620,4326
17,18,4,173385.0,GUARDIA VIEJA,4572,2020-08-13,GUARDIA VIEJA 4572,-34.599880,-58.429349,4326
19,116,3,426527.0,PARAGUAY,4146,2020-08-13,PARAGUAY 4146,-34.587471,-58.420662,4326
35,062A,12,404480.0,AREVALO,1943,2020-08-13,AREVALO 1943,-34.579155,-58.438279,4326
32,104,18,103067.0,"URQUIZA, Gral.",1950,2020-08-13,"URQUIZA, Gral. 1950",-34.633689,-58.407944,4326
5,55,21,221707.0,LAVALLE,1131,2020-08-13,LAVALLE 1131,Sin dato,Sin dato,Sin dato
