Código,Calidad 1,Calidad 2,Calidad 3,Calidad 4
20051404,402,12,1,0
20051405,616,76,5,0
20051406,478,14,20,0
20051407,144,19,2,0
20051408,247,20,0,0
20051409,330,27,1,0
20051501,451,34,3,0
20051502,451,51,4,1
20051503,227,9,2,0
20051504,521,24,3,0
20051505,410,35,5,0
20051506,257,16,2,0
20051507,231,54,0,0
20051508,188,18,3,3
20051509,153,7,1,0
20051601,298,34,1,0
20051602,258,13,2,0
20051603,184,21,0,0
20051604,298,65,7,2
20051605,311,45,1,0
20051606,248,39,5,0
20051607,209,21,1,0
20051608,341,20,7,2
20051609,328,41,7,1
20051610,303,70,11,0
20051611,361,36,3,0
20051701,260,21,1,0
20051702,328,15,2,0
20051703,254,17,2,0
20051704,248,25,11,1
20051705,291,15,0,0
20051706,306,19,0,0
20051707,266,49,10,0
20051708,309,24,1,0
20051709,241,6,0,0
20051710,246,22,4,0
20051711,361,26,2,0
20051801,362,38,4,0
20051802,271,44,4,0
20051803,313,20,4,0
20051804,226,20,8,0
20051805,266,56,6,0
20051806,216,21,2,0
20051807,294,9,1,0
20051808,132,14,1,0
20051809,229,35,2,0
20051810,285,36,0,0
20051811,268,33,3,0
20051901,293,39,3,0
20051902,254,16,5,0
20051903,371,17,7,0
20051904,295,71,16,5
20051905,291,28,1,0
20051906,303,17,1,0
20051907,167,25,3,0
20051908,389,16,1,0
20051909,278,11,2,0
20051910,315,24,12,0
20051911,296,22,8,0
20052001,241,47,20,0
20052002,345,50,4,0
20052003,280,68,11,1
20052004,275,29,2,0
20052005,293,21,6,0
20052006,241,30,3,0
20052007,224,50,5,0
20052008,211,45,9,0
20052009,271,27,7,0
20052010,323,50,3,0
20052011,225,37,10,0
20052012,190,44,4,0
20052101,341,29,2,0
20052102,275,63,0,0
20052103,197,11,0,0
20052104,318,13,4,0
20052105,225,38,1,0
20052106,243,78,3,0
20052107,203,34,4,0
20052108,205,32,3,0
20052109,182,48,1,0
20052110,209,17,2,0
20052111,222,17,2,0
20052201,226,20,2,0
20052202,231,48,4,1
20052203,200,29,3,0
20052204,321,24,6,0
20052205,234,36,3,1
20052206,258,16,2,0
20052207,688,21,1,1
20052208,164,43,2,1
20052209,238,22,4,0
20052210,231,27,8,0
20052211,249,35,8,1
20052212,218,55,5,0
20052213,173,35,3,0
20060101,179,21,2,0
20060102,276,27,2,0
20060103,330,4,3,0
20060104,238,26,3,0
20060105,397,22,3,0
20060106,304,30,6,0
20060107,223,16,5,0
20060108,272,32,3,0
20060109,183,13,3,0
20060110,135,6,1,0
20060111,225,20,0,0
20060112,208,39,1,0
20060201,344,25,2,2
20060202,310,16,0,0
20060203,218,14,0,0
20060204,231,13,0,0
20060205,212,8,0,0
20060206,319,10,0,0
20060207,327,18,0,0
20060208,333,16,5,0
20060209,210,40,0,0
20060210,303,13,3,0
20060211,386,24,5,0
20060301,305,41,2,0
20060302,256,36,5,0
20060303,259,52,4,0
20060304,224,19,0,0
20060305,238,18,0,0
20060306,323,23,1,0
20060307,351,9,0,0
20060308,277,18,2,0
20060309,363,59,2,2
20060310,352,31,0,0
20060401,180,18,1,0
20060402,202,15,6,0
20060403,297,28,3,0
20060404,294,16,2,0
20060405,253,29,3,0
20060406,280,24,4,0
20060407,220,10,3,1
20060408,314,35,5,0
20060409,283,26,4,0
20060410,294,39,3,0
20060411,316,24,1,1
20060501,324,41,10,0
20060502,426,22,1,0
20060503,319,46,1,0
20060504,268,21,2,0
20060505,351,22,1,1
20060506,287,12,0,1
20060507,274,25,4,0
20060508,195,8,0,0
20060509,226,9,1,0
20060510,338,44,1,0
20060511,394,8,1,0
20060512,147,10,1,0
20060601,482,55,0,0
20060602,723,33,22,3
20060603,499,3,0,0
20060604,213,12,0,0
20060605,192,7,0,0
20060606,323,6,0,0
20060607,325,22,1,0
20060608,364,38,3,0
20060609,341,9,2,0
20060701,247,32,1,0
20060702,308,27,0,0
20060703,259,17,1,0
20060704,313,42,4,0
20060705,305,50,2,0
20060706,250,6,0,0
20060707,368,22,0,0
20060708,248,36,1,0
20060709,243,67,7,0
20060710,291,21,0,0
20060711,257,2,0,0
20060712,212,46,2,0
20060713,223,8,0,0
20060801,287,48,17,0
20060802,362,85,0,0
20060803,226,6,2,0
20060804,285,3,0,0
20060805,205,19,2,0
20060806,463,37,0,0
20060807,283,15,6,0
20060808,369,21,1,0
20060809,229,24,0,0
20060810,303,22,0,0
20060901,287,8,0,0
20060902,248,10,0,0
20060903,259,19,0,0
20060904,418,9,0,0
20060905,161,7,0,0
20060906,335,40,2,0
20060907,242,4,0,0
20060908,189,4,0,0
20060909,330,28,0,2
20060910,300,18,1,0
20061001,282,17,0,0
20061002,267,18,0,0
20061003,364,12,0,0
20061004,275,43,7,0
20061005,413,37,0,0
20061006,407,42,0,0
20061007,292,14,1,0
20061008,521,32,0,0
20061009,238,7,0,0
20061010,454,3,0,0
20061101,407,13,1,0
20061102,224,10,0,0
20061103,357,7,1,0
20061104,329,12,0,0
20061105,228,19,0,0
20061106,286,13,0,0
20061107,304,21,0,0
20061108,348,15,1,0
20061109,261,14,0,0
20061110,207,17,3,0
20061201,230,22,3,1
20061202,195,6,2,0
20061203,249,26,4,0
20061204,182,9,0,0
20061205,354,28,0,0
20061206,229,12,0,0
20061207,321,15,1,0
20061208,276,24,1,0
20061209,289,46,12,1
20061210,231,4,0,0
20061211,349,15,1,0
20061212,198,3,0,0
20061301,297,6,0,0
20061302,555,29,0,0
20061303,290,3,0,0
20061304,429,25,2,0
20061305,344,10,0,0
20061306,248,18,0,0
20061307,340,19,4,0
20061308,409,41,19,0
20061309,390,17,2,0
20061401,361,16,0,0
20061402,218,29,1,1
20061403,337,35,3,0
20061404,490,35,0,0
20061405,396,5,0,0
20061406,465,18,0,0
20061407,226,6,0,0
20061408,207,9,0,0
20061409,275,27,3,0
20061410,366,17,3,0
20061501,271,11,0,0
20061502,701,47,3,0
20061503,346,10,0,0
20061504,247,19,0,0
20061505,319,1,0,0
20061506,255,24,0,0
20061507,286,44,0,0
20061508,402,36,1,0
20061509,210,14,0,0
20061510,279,18,2,0
20061601,268,12,1,0
20061602,268,8,0,0
20061603,362,19,2,1
20061604,283,18,2,0
20061605,315,43,1,0
20061606,346,60,5,0
20061607,340,37,4,0
20061608,460,44,3,0
20061609,387,22,0,0
20061610,454,30,4,1
20061611,361,21,2,0
20061701,403,10,3,0
20061702,399,18,0,0
20061703,284,19,0,1
20061704,341,14,0,0
20061705,744,55,1,0
20061706,481,25,1,0
20061707,260,10,2,1
20061801,234,24,1,0
20061802,210,32,0,0
20061803,217,34,1,0
20061804,298,8,0,0
20061805,363,15,2,0
20061806,387,38,0,0
20061807,478,16,1,0
20061808,457,44,3,0
20061809,386,6,0,0
20061901,360,20,1,0
20061902,595,34,3,0
20061903,556,40,1,0
20061904,417,15,0,0
20061905,279,24,0,0
20061906,396,34,2,0
20061907,418,19,3,0
20061908,404,14,4,0
20062001,200,8,0,0
20062002,243,10,0,0
20062003,422,20,2,0
20062004,244,10,1,0
20062005,360,15,0,0
20062006,342,16,0,0
20062007,248,5,1,0
20062008,467,7,1,0
20062009,292,19,4,0
20062010,369,8,2,0
20062101,252,37,0,0
20062102,412,36,2,0
20062103,412,33,1,0
20062104,235,19,6,0
20062105,301,24,0,0
20062106,166,62,1,0
20062107,319,43,7,0
20062108,406,45,3,0
20062109,270,18,1,0
20062110,350,12,0,0
20062111,308,65,4,1
20070101,169,27,1,0
20070102,248,26,10,0
20070103,270,30,2,0
20070104,191,33,12,0
20070105,146,13,3,0
20070106,186,29,2,0
20070107,153,16,0,0
20070108,275,23,0,0
20070109,246,20,1,0
20070110,330,28,7,0
20070201,236,36,2,0
20070202,300,54,1,0
20070203,246,37,5,0
20070204,495,91,4,2
20070205,313,37,1,0
20070206,340,33,1,0
20070207,224,12,3,0
20070208,272,19,1,0
20070209,371,10,1,0
20070301,256,37,3,0
20070302,304,32,6,0
20070303,427,30,1,0
20070304,326,13,6,0
20070305,280,22,1,0
20070306,287,19,5,0
20070307,389,45,2,2
20070308,269,26,0,0
20070309,213,53,2,0
20070310,402,17,0,0
20070401,341,172,0,0
20070402,302,2,0,0
20070403,374,20,4,3
20070404,510,14,1,0
20070405,260,16,2,0
20070406,273,12,1,0
20070407,326,14,3,2
20070408,259,7,0,1
20070409,192,18,0,0
20070410,341,18,0,0
20070501,296,27,9,0
20070502,209,8,1,0
20070503,270,27,2,0
20070504,416,34,2,0
20070505,430,19,2,0
20070506,256,11,0,0
20070507,252,9,3,0
20070508,296,39,2,0
20070509,371,56,3,0
20070601,354,13,3,0
20070602,238,2,0,0
20070603,192,20,8,12
20070604,258,14,2,0
20070605,369,31,10,0
20070606,317,25,4,0
20070607,361,16,0,0
20070608,174,9,0,0
20070609,261,9,0,0
20070701,231,13,0,0
20070702,143,52,1,0
20070703,408,0,0,0
20070704,228,6,0,0
20070705,249,11,0,0
20070706,302,49,2,0
20070707,159,52,5,0
20070708,201,15,1,0
20070709,349,28,0,0
20070710,347,2,0,0
20070711,276,4,0,0
20070801,298,4,0,0
20070802,301,33,5,0
20070803,228,18,0,0
20070804,287,60,0,0
20070805,333,26,4,0
20070806,301,62,1,0
20070807,287,13,14,0
20070808,327,25,2,0
20070901,239,8,0,0
20070902,242,27,3,1
20070903,219,3,1,0
20070904,299,28,1,0
20070905,175,21,0,0
20070906,341,6,1,0
20070907,297,24,0,0
20070908,330,44,2,1
20070909,248,14,16,0
20070910,287,14,0,0
20070911,206,18,0,0
20071001,272,28,1,0
20071002,158,19,1,0
20071003,215,34,3,0
20071004,280,9,0,0
20071005,217,22,0,0
20071006,322,23,2,0
20071007,293,37,5,0
20071008,385,35,3,0
20071009,263,34,2,0
20071010,287,27,3,0
20071101,271,33,0,0
20071102,384,15,0,0
20071103,327,34,0,0
20071104,355,18,2,0
20071105,205,19,1,0
20071106,255,11,0,0
20071107,481,8,0,0
20071108,404,38,2,0
20071109,348,13,1,1
20071110,234,7,0,0
20071201,388,27,2,0
20071202,197,14,2,0
20071203,242,27,5,0
20071204,288,24,0,0
20071205,269,23,0,0
20071206,279,16,0,0
20071207,186,25,0,0
20071208,163,33,4,0
20071209,248,30,4,0
20071301,278,31,4,0
20071302,263,25,2,0
20071303,364,18,7,1
20071304,206,7,0,0
20071305,298,26,2,0
20071306,248,8,4,0
20071307,189,7,0,0
20071308,168,17,2,0
20071309,148,12,1,0
20071310,168,22,2,0
20071311,236,10,2,0
20071312,197,12,1,0
20071313,178,9,3,1
20071314,189,13,1,1
20071315,173,8,1,0
20071401,248,38,2,0
20071402,267,26,3,0
20071403,217,12,7,0
20071404,225,19,0,0
20071405,221,37,5,0
20071406,305,35,2,0
20071407,233,23,1,0
20071408,237,29,6,0
20071409,233,34,3,0
20071410,186,32,7,0
20071411,270,21,8,1
20071412,276,27,4,0
20071413,197,21,5,0
20071501,123,34,8,0
20071502,221,25,7,0
20071503,223,69,4,0
20071504,197,20,5,0
20071505,192,25,6,0
20071506,316,12,1,1
20071507,224,56,0,0
20071508,195,36,2,0
20071509,336,17,0,0
20071510,215,56,14,2
20071511,237,66,13,0
20071601,225,11,6,0
20071602,199,29,3,0
20071603,208,16,5,0
20071604,141,38,3,0
20071605,210,45,3,0
20071606,260,20,21,2
20071607,226,58,8,0
20071608,300,22,12,4
20071609,248,38,10,1
20071701,157,107,58,6
20071702,49,195,44,9
20071703,61,127,16,3
20071704,53,163,23,7
20071705,15,58,22,5
20071706,161,143,45,3
20071707,61,281,98,14
20071708,47,81,19,3
20071709,68,219,32,10
20071710,42,142,21,9
20071711,19,57,9,2
20071801,56,219,64,3
20071802,20,81,17,1
20071803,94,67,60,9
20071804,18,44,50,7
20071805,20,54,31,0
20071806,88,135,51,6
20071807,66,21,168,0
20071808,36,43,140,0
20071809,67,130,41,20
20071810,76,163,91,2
20071811,53,72,55,19
20071901,74,72,25,0
20071902,127,116,13,2
20071903,127,82,15,8
20071904,175,88,12,2
20071905,158,114,19,4
20071906,281,116,25,0
20072001,338,27,2,0
20072002,163,17,4,0
20072003,213,24,3,0
20072004,152,20,7,1
20072005,234,22,7,0
20072006,213,49,6,1
20072007,177,23,4,0
20072008,391,20,6,0
20072009,210,43,10,0
20072010,261,60,7,0
20072011,263,44,2,0
20072012,166,28,11,0
20072013,389,143,30,0
20072101,347,46,3,0
20072102,425,17,0,0
20072103,373,42,4,0
20072104,232,5,0,0
20072105,212,23,3,0
20072106,397,14,0,0
20072107,284,11,1,0
20072108,161,11,0,0
20072109,238,48,0,0
20072110,317,33,1,0
20072111,278,15,1,0
20072112,233,17,6,0
20072201,277,8,0,0
20072202,307,33,2,0
20072203,334,18,3,0
20072204,344,18,7,1
20072205,332,40,2,0
20072206,311,16,2,0
20072207,194,17,2,0
20072208,204,26,2,0
20072209,208,11,0,0
20072210,225,29,5,1
20072211,260,18,2,0
20072212,219,33,1,0
20072213,247,36,0,0
20072301,265,16,4,0
20072302,349,21,0,1
20072303,265,21,25,3
20072304,244,21,0,0
20072305,226,40,2,0
20072306,227,41,3,2
20072307,268,28,0,0
20072308,231,22,4,0
20072309,239,28,1,0
20072401,298,39,3,1
20072402,233,33,11,0
20072403,277,58,11,0
20072404,322,42,6,1
20072405,282,44,7,0
20072406,324,26,4,0
20072407,231,23,7,0
20072408,273,38,3,0
20072409,284,34,6,1
20072410,245,50,7,1
20072411,309,37,8,0
20080101,179,40,40,1
20080102,175,207,38,8
20080103,88,88,78,3
20080104,47,142,192,18
20080105,99,75,204,1
20080106,111,155,138,4
20080107,119,79,162,0
20080108,182,118,36,2
20080109,199,261,96,16
20080110,99,160,128,5
20080111,7,23,36,1
20080112,190,440,228,16
20080201,230,102,35,0
20080202,132,24,5,0
20080203,104,42,8,0
20080204,155,58,29,1
20080205,123,42,8,0
20080206,129,100,11,0
20080207,304,85,7,0
20080208,235,34,13,0
20080209,209,45,6,0
20080210,135,33,7,0
20080301,203,48,10,0
20080302,198,46,4,0
20080303,142,22,8,0
20080304,177,39,12,1
20080305,182,24,9,0
20080306,90,25,5,0
20080307,180,22,2,1
20080308,53,147,169,53
20080309,112,151,96,6
20080310,110,100,88,5
20080401,185,56,5,0
20080402,147,24,2,0
20080403,168,30,4,0
20080404,198,12,4,0
20080405,228,76,4,1
20080406,269,63,5,1
20080407,188,53,12,0
20080408,206,52,7,0
20080409,221,19,4,0
20080410,245,46,5,0
20080411,190,31,5,0
20080501,226,39,1,1
20080502,195,46,10,0
20080503,187,49,9,0
20080504,240,35,6,1
20080505,142,26,2,0
20080506,199,57,6,0
20080507,222,86,10,1
20080508,142,49,13,0
20080509,249,19,0,0
20080510,373,35,0,0
20080511,285,30,0,0
20080601,252,45,1,0
20080602,347,42,0,0
20080603,339,56,2,0
20080604,157,19,7,0
20080605,244,50,14,0
20080606,171,22,20,1
20080607,135,43,18,0
20080608,195,29,7,0
20080609,235,23,6,0
20080610,151,31,7,0
20080611,110,40,9,2
20080701,123,98,69,1
20080702,120,162,80,6
20080703,89,144,108,7
20080704,42,127,127,6
20080705,117,193,129,14
20080706,39,122,76,1
20080707,110,259,99,7
20080708,53,141,172,8
20080709,68,262,136,13
20080710,21,70,67,2
20080711,95,148,68,10
20080712,195,57,64,1
20080713,113,100,38,2
20080714,7,152,55,21
20080801,228,23,11,0
20080802,240,23,7,0
20080803,195,21,1,0
20080804,278,13,7,1
20080805,214,17,3,0
20080806,264,25,10,0
20080807,252,25,3,0
20080808,157,22,2,1
20080809,175,14,6,0
20080810,225,19,5,1
20080811,248,58,24,1
20080901,216,37,6,0
20080902,222,37,13,0
20080903,306,26,14,0
20080904,151,9,1,0
20080905,281,29,9,0
20080906,196,78,2,0
20080907,201,36,5,1
20080908,196,18,2,0
20080909,261,23,6,1
20081001,215,25,2,0
20081002,199,20,2,0
20081003,244,129,2,0
20081004,591,83,22,3
20081005,713,88,4,0
20081006,462,45,14,10
20081007,459,61,13,0
20081008,288,10,11,0
20081101,595,209,11,0
20081102,436,185,39,11
20081103,819,172,7,0
20081104,487,114,13,0
20081105,327,101,14,2
20081201,229,55,7,2
20081202,287,37,6,0
20081203,267,42,7,0
20081204,173,42,11,0
20081205,270,41,3,0
20081206,200,34,6,0
20081207,187,50,4,0
20081301,3,4,0,4
20081302,77,13,6,0
20081303,176,55,17,0
20081304,199,50,17,0
20081305,222,48,8,0
20081306,161,20,13,0
20081307,176,40,9,1
20081308,207,48,14,1
20081401,122,151,45,0
20081402,111,124,13,2
20081403,122,161,15,2
20081404,217,158,166,69
20081405,234,63,21,0
20081406,158,34,7,0
20081407,198,50,23,0
20081408,186,44,10,1
20081409,166,52,10,1
20081410,142,79,12,0
20081501,63,155,102,143
20081502,68,240,169,8
20081503,55,38,29,1
20081504,17,38,39,3
20081505,265,182,151,15
20081506,39,60,72,11
20081507,52,81,79,5
20081508,63,89,118,4
20081509,142,77,38,3
20081510,269,45,27,0
20081601,201,77,6,1
20081602,162,3,0,0
20081603,208,67,5,0
20081604,192,60,1,3
20081605,202,64,1,1
20081606,188,60,7,0
20081607,189,57,10,0
20081608,188,16,0,0
20081609,242,23,3,0
20081610,183,63,2,0
20081701,140,34,17,5
20081702,202,18,1,0
20081703,225,79,9,0
20081704,214,70,4,0
20081705,161,9,0,0
20090101,195,9,0,0
20090102,160,20,0,0
20090103,236,8,3,0
20090104,239,11,3,0
20090105,252,22,4,0
20090106,198,37,2,1
20090107,202,43,4,0
20090108,230,28,2,0
20090109,327,14,0,0
20090201,322,20,4,0
20090202,247,42,4,1
20090203,308,11,2,0
20090204,364,48,1,0
20090205,382,17,3,0
20090206,226,15,3,0
20090207,270,21,3,0
20090208,217,20,2,0
20090209,343,8,2,0
20090210,261,32,0,0
20090211,312,22,3,0
20090212,194,21,2,0
20090301,226,18,1,0
20090302,215,26,2,0
20090303,223,0,1,0
20090304,213,13,6,0
20090305,234,17,4,0
20090306,280,11,1,0
20090307,299,4,2,0
20090308,253,11,3,0
20090309,217,27,2,0
20090310,253,14,4,1
20090311,242,27,6,0
20090312,175,13,0,0
20090313,217,33,4,1
20090401,290,45,1,0
20090402,230,70,3,1
20090403,290,44,1,0
20090404,291,22,2,1
20090405,260,37,4,1
20090406,204,31,6,0
20090407,227,27,1,0
20090408,228,18,6,2
20090409,217,22,4,0
20090410,225,10,0,0
20090411,301,27,2,0
20090501,251,35,5,0
20090502,254,40,4,0
20090503,232,19,3,0
20090504,259,25,6,0
20090505,350,19,5,0
20090506,280,23,1,0
20090507,247,50,5,0
20090508,238,30,2,0
20090509,266,54,4,0
20090510,274,33,3,0
20090511,267,22,3,0
20090601,335,61,1,0
20090602,220,29,1,0
20090603,306,44,14,0
20090604,293,40,4,0
20090605,342,30,0,0
20090606,213,32,5,0
20090607,328,33,3,0
20090608,227,40,6,0
20090609,351,7,1,0
20090610,284,28,4,0
20090611,239,23,12,0
20090612,230,30,6,0
20090701,234,25,2,0
20090702,266,29,0,1
20090703,200,12,1,0
20090704,222,11,4,0
20090705,229,20,2,1
20090706,235,33,2,0
20090707,192,26,1,0
20090708,227,39,3,0
20090709,267,22,6,0
20090710,197,33,2,2
20090711,229,36,6,0
20090712,263,35,1,0
20090713,282,28,4,0
20090714,239,41,3,0
20090801,209,48,6,1
20090802,250,26,1,0
20090803,255,26,1,0
20090804,250,27,2,1
20090805,257,59,6,1
20090806,288,42,13,0
20090807,224,66,10,0
20090808,262,45,13,1
20090809,200,24,8,0
20090810,239,40,15,4
20090811,227,49,12,1
20090812,250,57,8,0
20090813,161,30,7,0
20090901,238,12,11,0
20090902,191,46,4,1
20090903,295,71,7,0
20090904,152,22,12,0
20090905,194,47,3,0
20090906,234,52,7,3
20090907,248,40,6,0
20090908,157,16,6,0
20090909,200,35,5,0
20090910,221,45,4,0
20090911,189,52,6,0
20090912,161,46,11,0
20090913,152,37,6,0
20090914,262,28,16,0
20091001,237,43,6,2
20091002,289,23,6,0
20091003,251,48,13,0
20091004,210,14,5,0
20091005,283,45,5,0
20091006,210,19,1,0
20091007,208,20,4,0
20091008,295,17,1,0
20091009,147,20,0,0
20091010,270,31,1,0
20091011,228,12,0,0
20091012,180,42,0,0
20091101,344,55,3,0
20091102,290,43,11,0
20091103,241,22,8,0
20091104,300,41,3,0
20091105,335,25,8,1
20091106,233,58,6,0
20091107,321,32,3,1
20091108,253,18,4,0
20091109,228,40,6,0
20091110,257,21,7,0
20091111,277,19,8,0
20091112,310,39,16,0
20091201,258,59,6,1
20091202,137,30,1,0
20091203,222,34,7,0
20091204,231,35,5,0
20091205,206,41,8,0
20091206,252,52,11,1
20091207,209,28,5,0
20091208,257,50,5,0
20091209,231,45,4,0
20091210,272,53,7,1
20091211,230,54,9,0
20091212,175,26,4,0
20091301,218,39,7,0
20091302,359,10,6,0
20091303,299,44,16,1
20091304,192,27,8,0
20091305,229,47,12,0
20091306,139,38,6,1
20091307,274,54,18,1
20091401,246,75,20,0
20091402,238,29,3,0
20091403,192,28,11,0
20091404,114,47,23,0
20091405,95,114,111,4
20091406,164,152,220,7
20091407,63,107,79,4
20091408,74,133,126,0
20091409,111,53,15,1
20091410,85,137,174,4
20091501,165,26,6,1
20091502,189,27,9,1
20091503,202,56,8,1
20091504,168,51,19,2
20091505,253,49,10,0
20091506,277,22,5,0
20091507,288,25,6,0
20091508,194,39,18,5
20091509,221,29,7,0
20091510,167,34,6,1
20091511,225,50,8,0
20091601,246,28,8,0
20091602,253,36,5,0
20091603,154,18,8,1
20091604,171,43,10,1
20091605,168,48,9,0
20091606,255,41,10,0
20091607,246,55,8,0
20091608,221,38,13,1
20091609,265,49,5,1
20091610,247,34,4,0
20091611,208,30,0,0
20091612,240,14,0,0
20091613,235,43,6,0
20100101,215,30,1,0
20100102,287,33,3,0
20100103,285,47,2,0
20100104,226,45,1,0
20100105,217,18,1,0
20100106,223,32,2,0
20100107,209,35,3,1
20100108,317,23,1,0
20100201,287,30,2,1
20100202,201,39,4,0
20100203,203,25,2,0
20100204,230,59,4,0
20100205,241,42,4,0
20100206,326,48,5,0
20100207,302,28,1,0
20100208,277,26,1,0
20100301,204,11,0,0
20100302,251,29,1,0
20100303,267,21,0,0
20100304,197,9,0,0
20100305,246,14,1,0
20100306,236,26,3,0
20100307,321,15,1,0
20100308,296,33,4,1
20100401,330,26,1,0
20100402,337,42,2,0
20100403,262,24,5,0
20100404,259,23,3,0
20100405,238,29,2,0
20100406,182,32,4,0
20100407,258,26,3,0
20100408,229,29,4,0
20100409,232,32,1,0
20100501,175,46,5,0
20100502,249,32,4,0
20100503,314,29,0,0
20100504,290,14,0,0
20100505,256,31,4,0
20100506,295,24,0,0
20100507,257,36,8,0
20100508,328,20,2,0
20100509,228,19,3,0
20100510,205,48,4,0
20100511,203,35,4,0
20100512,232,19,3,0
20100513,256,18,3,1
20100514,232,23,4,1
20100601,202,18,2,1
20100602,204,31,1,0
20100603,345,26,1,0
20100604,291,21,0,0
20100605,289,47,3,0
20100606,251,30,2,0
20100607,229,51,2,0
20100608,305,25,4,0
20100609,300,53,1,0
20100610,298,62,8,1
20100611,244,9,1,0
20100612,248,11,0,0
20100613,360,17,6,2
20100701,307,36,4,0
20100702,364,30,3,0
20100703,409,38,4,0
20100704,392,26,5,1
20100705,324,32,1,0
20100706,313,17,7,1
20100707,401,103,2,0
20100708,325,22,0,0
20100709,273,34,5,0
20100710,345,31,9,0
20100801,302,74,6,0
20100802,368,38,2,0
20100803,258,27,0,0
20100804,309,42,3,1
20100805,225,32,3,0
20100806,242,39,3,0
20100807,354,41,7,0
20100808,354,34,7,0
20100809,227,30,0,0
20100901,289,29,2,1
20100902,243,54,9,0
20100903,265,14,6,0
20100904,278,25,3,0
20100905,265,18,3,0
20100906,297,30,4,0
20100907,280,17,4,0
20100908,212,30,4,0
20100909,214,29,4,0
20100910,201,31,2,0
20101001,262,12,1,0
20101002,292,48,5,0
20101003,276,20,0,1
20101004,249,19,1,0
20101005,287,10,2,0
20101006,298,9,0,0
20101007,271,25,2,0
20101008,220,27,5,1
20101009,302,31,5,0
20101010,237,14,4,0
20101011,270,13,4,0
20101012,285,44,7,0
20101101,281,16,2,0
20101102,375,25,4,2
20101103,268,63,7,0
20101104,319,25,2,0
20101105,197,55,4,0
20101106,156,20,5,0
20101107,302,21,7,0
20101108,315,22,1,0
20101109,271,72,2,0
20101110,222,41,0,0
20101111,238,6,0,0
20101201,317,13,1,0
20101202,332,31,1,0
20101203,239,18,2,1
20101204,204,23,8,0
20101205,134,15,2,0
20101206,181,10,0,0
20101207,189,33,2,1
20101208,282,9,0,0
20101209,281,25,1,0
20101210,218,20,0,1
20101301,170,40,2,0
20101302,226,19,1,0
20101303,218,29,11,0
20101304,204,33,2,0
20101305,263,34,3,1
20101306,244,15,5,1
20101307,234,10,0,0
20101308,254,30,0,0
20101309,248,25,3,0
20101310,201,27,1,0
20101311,269,5,2,0
20101312,254,8,0,0
20101401,282,30,2,0
20101402,266,33,5,0
20101403,303,10,3,1
20101404,241,36,2,1
20101405,241,10,5,0
20101406,181,16,2,0
20101407,246,19,1,0
20101408,214,28,5,0
20101409,263,52,5,0
20101410,308,22,1,0
20101411,210,47,2,0
20101501,229,12,5,0
20101502,305,37,1,0
20101503,160,32,6,0
20101504,227,13,1,0
20101505,269,21,3,0
20101506,212,25,1,0
20101507,196,19,3,0
20101508,266,49,18,0
20101509,420,33,1,0
20101601,241,22,1,0
20101602,345,37,4,0
20101603,210,23,11,3
20101604,283,48,1,0
20101605,342,32,6,0
20101606,286,46,6,0
20101607,270,16,1,1
20101608,276,21,1,0
20101609,279,42,5,1
20101701,299,7,4,0
20101702,307,40,4,0
20101703,316,33,4,0
20101704,360,15,3,0
20101705,242,44,10,0
20101706,255,30,7,0
20101707,237,23,9,0
20101708,201,15,2,0
20101709,205,9,1,0
20101710,232,31,1,0
20101801,232,18,3,0
20101802,244,21,0,0
20101803,295,23,1,0
20101804,339,29,5,0
20101805,259,15,1,0
20101806,265,8,2,1
20101807,328,27,4,0
20101808,159,18,1,0
20101809,330,26,4,0
20101810,142,28,5,0
20101811,166,39,5,0
20101812,248,39,3,0
20101901,207,30,4,0
20101902,368,35,5,0
20101903,231,62,4,1
20101904,301,22,2,0
20101905,326,5,10,0
20101906,229,28,6,1
20101907,305,12,5,0
20101908,186,11,4,0
20101909,243,26,3,0
20101910,331,39,6,2
20101911,275,49,5,0
20101912,361,40,1,0
20110101,265,51,4,0
20110102,294,19,1,0
20110103,208,28,3,0
20110104,270,41,1,0
20110105,189,22,5,0
20110106,240,29,1,0
20110107,213,33,1,1
20110108,254,11,3,0
20110109,260,40,1,0
20110110,299,19,2,0
20110111,351,44,1,0
20110112,227,34,5,0
20110201,247,23,3,0
20110202,308,11,2,0
20110203,269,12,3,0
20110204,198,21,2,0
20110205,349,22,6,0
20110206,313,11,6,0
20110207,293,7,3,0
20110208,262,25,5,0
20110209,212,20,1,0
20110210,325,16,0,1
20110211,315,7,0,0
20110301,252,10,0,0
20110302,277,12,3,0
20110303,216,15,2,0
20110304,188,19,1,0
20110305,214,12,1,0
20110306,279,6,1,0
20110307,251,11,1,0
20110308,276,19,0,0
20110309,271,23,0,0
20110310,292,3,1,0
20110311,245,5,2,0
20110312,258,20,1,1
20110401,267,7,2,0
20110402,243,11,1,1
20110403,203,14,1,0
20110404,266,22,1,0
20110405,296,5,1,0
20110406,220,13,2,0
20110407,268,7,0,0
20110408,263,11,3,1
20110409,286,21,0,0
20110410,250,23,2,0
20110411,266,34,9,0
20110412,322,18,2,0
20110413,269,36,1,0
20110501,207,31,1,0
20110502,268,28,8,0
20110503,294,18,2,0
20110504,229,20,0,0
20110505,299,33,1,0
20110506,290,19,3,0
20110507,261,10,2,0
20110508,278,17,3,0
20110509,243,34,2,0
20110510,287,40,2,0
20110601,261,22,2,0
